longen	exp_group	start_date	end_date	measure_date	volume
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-17	80.46
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-25	40.4
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-01	78.801
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-08	285.262
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-15	309.885
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-22	338.712
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-29	556.364
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-05	382.116
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-12	241.944
CRC0525LMX0A03001SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-19	658.085
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-17	65.463
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-25	65.088
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-01	89.006
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-08	136.365
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-15	294.888
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-22	227.435
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-29	154.779
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-05	137.002
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-12	135.626
CRC0525LMX0A03004SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-19	309.819
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-17	53.532
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-25	67.37
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-01	82.852
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-08	207.437
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-15	266.928
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-22	252.944
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-29	363.709
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-05	111.104
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-12	330.943
CRC0525LMX0A03006SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-19	600.419
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-17	18.416
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-25	121.983
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-01	212.87
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-08	997.029
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-15	1289.322
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-22	877.771
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-29	839.412
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-05	340.868
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-12	701.377
CRC0525LMX0A03009SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-19	1272.128
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-17	61.794
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-25	122.785
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-01	303.903
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-08	1273.99
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-15	1265.402
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-22	1231.039
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-29	1745.892
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-05	1358.427
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-12	2143.663
CRC0525LMX0A03007SCR000000	CRC0525LMX0A.2013-06-04.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-19	2515.892
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-03	38.395
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-10	33.828
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-17	28.993
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-25	43.704
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-01	137.951
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-08	238.649
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-15	236.622
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-22	310.124
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-29	225.223
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-05	347.439
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-12	284.837
CRC0537LMX0B03015SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-19	212.947
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-03	46.554
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-10	36.705
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-17	87.272
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-25	221.218
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-01	318.865
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-08	649.511
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-15	456.435
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-22	528.849
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-29	368.047
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-05	408.56
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-12	285.606
CRC0537LMX0B03016SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-19	194.442
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-03	72.472
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-10	33.007
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-17	44.591
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-25	167.001
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-01	505.396
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-08	750.827
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-15	700.834
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-22	615.51
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-29	398.561
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-05	402.848
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-12	443.869
CRC0537LMX0B03014SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-19	806.407
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-03	58.897
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-10	62.874
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-17	63.343
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-06-25	52.646
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-01	98.968
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-08	128.104
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-15	163.571
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-22	180.363
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-07-29	132.242
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-05	87.53
CRC0537LMX0B03008SCR000000	CRC0537LMX0B.2013-05-29.0	2013-07-09 08:30:00+00:00	2013-08-21 08:30:00+00:00	2013-08-19	218.956
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-06-17	9.619
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-06-25	11.625
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-07-01	37.226
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-07-08	26.467
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-07-15	101.212
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-07-22	161.326
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-07-29	407.707
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-08-05	628.685
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-08-12	955.067
CRC0505LMX0A04007SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-08-19	1726.317
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-06-17	18.015
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-06-25	7.327
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-01	35.032
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-08	47.527
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-15	68.819
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-22	149.404
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-29	222.69
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-08-05	278.278
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-08-12	278.236
CRC0505LMX0A04011SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-08-19	460.9
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-06-17	34.125
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-06-25	43.845
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-01	116.821
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-08	160.165
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-15	434.459
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-22	669.176
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-07-29	1209.349
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-08-05	886.716
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-08-12	1707.185
CRC0505LMX0A04004SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:05:04+00:00	2013-08-19	3283.91
CRC0505LMX0A04002SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-06-17	51.408
CRC0505LMX0A04002SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-06-25	20.096
CRC0505LMX0A04002SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-07-01	45.061
CRC0505LMX0A04002SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-07-08	123.377
CRC0505LMX0A04002SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-07-15	293.532
CRC0505LMX0A04002SCR000000	CRC0505LMX0A.2013-06-05.Cetuximab Standard.0	2013-08-02 06:00:00+00:00	2013-08-21 13:24:00+00:00	2013-07-22	497.482
